timestamp,mouse_id,zone_idx,event
2025-08-28T11:39:10,AAA111,3,enter
2025-08-28T11:39:10,BBB222,3,enter
2025-08-28T11:39:10,CCC333,7,enter
2025-08-28T11:39:13,DDD444,10,enter
2025-08-28T11:39:13,EEE555,10,enter
2025-08-28T11:39:13,FFF666,12,enter
2025-08-28T11:39:13,AAA111,3,stay
2025-08-28T11:39:13,BBB222,3,stay
2025-08-28T11:39:13,CCC333,7,stay
2025-08-28T11:39:16,DDD444,10,stay
2025-08-28T11:39:16,EEE555,10,stay
2025-08-28T11:39:16,FFF666,12,stay
2025-08-28T11:39:16,AAA111,3,leave
2025-08-28T11:39:16,BBB222,3,leave
2025-08-28T11:39:16,CCC333,7,leave
2025-08-28T11:39:19,AAA111,3,enter
2025-08-28T11:39:19,BBB222,3,enter
2025-08-28T11:39:19,CCC333,7,enter
2025-08-28T11:39:19,DDD444,10,stay
2025-08-28T11:39:19,EEE555,10,stay
2025-08-28T11:39:19,FFF666,12,stay
2025-08-28T11:39:22,AAA111,3,stay
2025-08-28T11:39:22,BBB222,3,stay
2025-08-28T11:39:22,CCC333,7,stay
2025-08-28T11:39:22,DDD444,10,leave
2025-08-28T11:39:22,EEE555,10,leave
2025-08-28T11:39:22,FFF666,12,leave
2025-08-28T11:39:25,DDD444,10,enter
2025-08-28T11:39:25,EEE555,10,enter
2025-08-28T11:39:25,FFF666,12,enter
2025-08-28T11:39:25,AAA111,3,stay
2025-08-28T11:39:25,BBB222,3,stay
2025-08-28T11:39:25,CCC333,7,stay
2025-08-28T11:39:28,DDD444,10,stay
2025-08-28T11:39:28,EEE555,10,stay
2025-08-28T11:39:28,FFF666,12,stay
2025-08-28T11:39:28,AAA111,3,leave
2025-08-28T11:39:28,BBB222,3,leave
2025-08-28T11:39:28,CCC333,7,leave
2025-08-28T11:39:31,AAA111,3,enter
2025-08-28T11:39:31,BBB222,3,enter
2025-08-28T11:39:31,CCC333,7,enter
2025-08-28T11:39:31,DDD444,10,stay
2025-08-28T11:39:31,EEE555,10,stay
2025-08-28T11:39:31,FFF666,12,stay
2025-08-28T11:39:34,AAA111,3,stay
2025-08-28T11:39:34,BBB222,3,stay
2025-08-28T11:39:34,CCC333,7,stay
2025-08-28T11:39:34,DDD444,10,leave
2025-08-28T11:39:34,EEE555,10,leave
2025-08-28T11:39:34,FFF666,12,leave
2025-08-28T11:39:37,DDD444,10,enter
2025-08-28T11:39:37,EEE555,10,enter
2025-08-28T11:39:37,FFF666,12,enter
2025-08-28T11:39:37,AAA111,3,stay
2025-08-28T11:39:37,BBB222,3,stay
2025-08-28T11:39:37,CCC333,7,stay
2025-08-28T11:39:40,DDD444,10,stay
2025-08-28T11:39:40,EEE555,10,stay
2025-08-28T11:39:40,FFF666,12,stay
2025-08-28T11:39:40,AAA111,3,leave
2025-08-28T11:39:40,BBB222,3,leave
2025-08-28T11:39:40,CCC333,7,leave
2025-08-28T11:39:43,AAA111,3,enter
2025-08-28T11:39:43,BBB222,3,enter
2025-08-28T11:39:43,CCC333,7,enter
2025-08-28T11:39:43,DDD444,10,stay
2025-08-28T11:39:43,EEE555,10,stay
2025-08-28T11:39:43,FFF666,12,stay
2025-08-28T11:39:46,AAA111,3,stay
2025-08-28T11:39:46,BBB222,3,stay
2025-08-28T11:39:46,CCC333,7,stay
2025-08-28T11:39:46,DDD444,10,leave
2025-08-28T11:39:46,EEE555,10,leave
2025-08-28T11:39:46,FFF666,12,leave
2025-08-28T11:39:49,DDD444,10,enter
2025-08-28T11:39:49,EEE555,10,enter
2025-08-28T11:39:49,FFF666,12,enter
2025-08-28T11:39:49,AAA111,3,stay
2025-08-28T11:39:49,BBB222,3,stay
2025-08-28T11:39:49,CCC333,7,stay
2025-08-28T11:39:52,DDD444,10,stay
2025-08-28T11:39:52,EEE555,10,stay
2025-08-28T11:39:52,FFF666,12,stay
2025-08-28T11:39:52,AAA111,3,leave
2025-08-28T11:39:52,BBB222,3,leave
2025-08-28T11:39:52,CCC333,7,leave
2025-08-28T11:39:55,AAA111,3,enter
2025-08-28T11:39:55,BBB222,3,enter
2025-08-28T11:39:55,CCC333,7,enter
2025-08-28T11:39:55,DDD444,10,stay
2025-08-28T11:39:55,EEE555,10,stay
2025-08-28T11:39:55,FFF666,12,stay
2025-08-28T11:39:59,AAA111,3,stay
2025-08-28T11:39:59,BBB222,3,stay
2025-08-28T11:39:59,CCC333,7,stay
2025-08-28T11:39:59,DDD444,10,leave
2025-08-28T11:39:59,EEE555,10,leave
2025-08-28T11:39:59,FFF666,12,leave
2025-08-28T11:40:02,DDD444,10,enter
2025-08-28T11:40:02,EEE555,10,enter
