timestamp,mouse_id,zone_idx,event
2025-09-01T21:44:38,632EA1,1,Entree
2025-09-01T21:44:38,ACA152,13,Entree
2025-09-01T21:44:38,886926,7,Entree
2025-09-01T21:44:38,654CCB,1,Entree
2025-09-01T21:44:38,5FCBEC,13,Entree
2025-09-01T21:44:38,23917F,9,Entree
2025-09-01T21:44:38,15D075,6,Entree
2025-09-01T21:44:38,BF14A4,11,Entree
2025-09-01T21:44:38,F483ED,3,Entree
2025-09-01T21:44:38,632EA1,1,Sortie
2025-09-01T21:44:38,ACA152,13,Sortie
2025-09-01T21:44:38,886926,7,Sortie
2025-09-01T21:44:39,560EBB,2,Entree
2025-09-01T21:44:39,C197BA,9,Entree
2025-09-01T21:44:39,AF76F5,3,Entree
2025-09-01T21:44:39,C245E6,10,Entree
2025-09-01T21:44:39,F483ED,3,Sortie
2025-09-01T21:44:39,F483ED,10,Entree
2025-09-01T21:44:39,5B155F,10,Entree
2025-09-01T21:44:39,89ABDB,13,Entree
2025-09-01T21:44:39,654CCB,1,Sortie
2025-09-01T21:44:39,654CCB,7,Entree
2025-09-01T21:44:39,5FCBEC,13,Sortie
2025-09-01T21:44:39,23917F,9,Sortie
2025-09-01T21:44:39,15D075,6,Sortie
2025-09-01T21:44:39,BF14A4,11,Sortie
2025-09-01T21:44:40,5FCBEC,11,Entree
2025-09-01T21:44:40,918006,13,Entree
2025-09-01T21:44:40,C4C2F4,13,Entree
2025-09-01T21:44:40,BCE656,5,Entree
2025-09-01T21:44:40,B491BE,10,Entree
2025-09-01T21:44:40,BF14A4,12,Entree
2025-09-01T21:44:40,89ABDB,13,Sortie
2025-09-01T21:44:40,89ABDB,12,Entree
2025-09-01T21:44:40,560EBB,2,Sortie
2025-09-01T21:44:40,560EBB,4,Entree
2025-09-01T21:44:40,5B155F,10,Sortie
2025-09-01T21:44:40,5B155F,14,Entree
2025-09-01T21:44:40,C197BA,9,Sortie
2025-09-01T21:44:40,AF76F5,3,Sortie
2025-09-01T21:44:40,C245E6,10,Sortie
2025-09-01T21:44:40,F483ED,10,Sortie
2025-09-01T21:44:40,654CCB,7,Sortie
2025-09-01T21:44:40,AF76F5,1,Entree
2025-09-01T21:44:40,89ABDB,12,Sortie
2025-09-01T21:44:40,89ABDB,1,Entree
2025-09-01T21:44:40,9C408E,2,Entree
2025-09-01T21:44:40,C245E6,10,Entree
2025-09-01T21:44:40,704F73,9,Entree
2025-09-01T21:44:40,918006,13,Sortie
2025-09-01T21:44:40,918006,7,Entree
2025-09-01T21:44:40,23917F,5,Entree
2025-09-01T21:44:40,F483ED,4,Entree
2025-09-01T21:44:40,5FCBEC,11,Sortie
2025-09-01T21:44:40,C4C2F4,13,Sortie
2025-09-01T21:44:40,BCE656,5,Sortie
2025-09-01T21:44:40,B491BE,10,Sortie
2025-09-01T21:44:40,BF14A4,12,Sortie
2025-09-01T21:44:40,560EBB,4,Sortie
2025-09-01T21:44:40,5B155F,14,Sortie
2025-09-01T21:44:41,AF76F5,1,Sortie
2025-09-01T21:44:41,89ABDB,1,Sortie
2025-09-01T21:44:41,9C408E,2,Sortie
2025-09-01T21:44:41,C245E6,10,Sortie
2025-09-01T21:44:41,704F73,9,Sortie
2025-09-01T21:44:41,918006,7,Sortie
2025-09-01T21:44:41,23917F,5,Sortie
2025-09-01T21:44:41,F483ED,4,Sortie
2025-09-01T21:44:42,89ABDB,0,Entree
2025-09-01T21:44:42,C245E6,0,Entree
2025-09-01T21:44:42,886926,2,Entree
2025-09-01T21:44:42,5B155F,6,Entree
2025-09-01T21:44:42,C197BA,6,Entree
2025-09-01T21:44:42,D2D2B3,7,Entree
2025-09-01T21:44:42,23917F,3,Entree
2025-09-01T21:44:42,9BDB82,10,Entree
2025-09-01T21:44:42,B491BE,11,Entree
2025-09-01T21:44:42,52FAEE,8,Entree
2025-09-01T21:44:42,ACA152,14,Entree
2025-09-01T21:44:42,C245E6,0,Sortie
2025-09-01T21:44:42,C245E6,13,Entree
2025-09-01T21:44:42,560EBB,13,Entree
2025-09-01T21:44:42,B491BE,11,Sortie
2025-09-01T21:44:42,B491BE,0,Entree
2025-09-01T21:44:42,BCE656,0,Entree
2025-09-01T21:44:42,D2D2B3,7,Presence
2025-09-01T21:44:42,89ABDB,0,Sortie
2025-09-01T21:44:42,886926,2,Sortie
2025-09-01T21:44:42,5B155F,6,Sortie
2025-09-01T21:44:42,C197BA,6,Sortie
2025-09-01T21:44:42,23917F,3,Sortie
2025-09-01T21:44:42,9BDB82,10,Sortie
2025-09-01T21:44:42,52FAEE,8,Sortie
2025-09-01T21:44:43,F483ED,6,Entree
2025-09-01T21:44:43,B491BE,0,Sortie
2025-09-01T21:44:43,B491BE,6,Entree
2025-09-01T21:44:43,C4C2F4,10,Entree
2025-09-01T21:44:43,B1B455,10,Entree
2025-09-01T21:44:43,BF14A4,8,Entree
2025-09-01T21:44:43,103CE1,2,Entree
2025-09-01T21:44:43,5C2233,13,Entree
2025-09-01T21:44:43,ACA152,14,Sortie
2025-09-01T21:44:43,C245E6,13,Sortie
2025-09-01T21:44:43,560EBB,13,Sortie
2025-09-01T21:44:43,BCE656,0,Sortie
2025-09-01T21:44:43,D2D2B3,7,Sortie
2025-09-01T21:44:43,886926,1,Entree
2025-09-01T21:44:43,F483ED,6,Sortie
2025-09-01T21:44:43,F483ED,9,Entree
2025-09-01T21:44:43,669DD9,10,Entree
2025-09-01T21:44:43,37A3D8,8,Entree
2025-09-01T21:44:43,654CCB,8,Entree
2025-09-01T21:44:43,D2D2B3,14,Entree
2025-09-01T21:44:43,103CE1,2,Sortie
2025-09-01T21:44:43,103CE1,0,Entree
2025-09-01T21:44:43,704F73,11,Entree
2025-09-01T21:44:43,5B155F,13,Entree
2025-09-01T21:44:43,B491BE,6,Sortie
2025-09-01T21:44:43,C4C2F4,10,Sortie
2025-09-01T21:44:43,B1B455,10,Sortie
2025-09-01T21:44:43,BF14A4,8,Sortie
2025-09-01T21:44:43,5C2233,13,Sortie
2025-09-01T21:44:44,654CCB,8,Sortie
2025-09-01T21:44:44,654CCB,4,Entree
2025-09-01T21:44:44,7AA685,10,Entree
2025-09-01T21:44:44,89ABDB,2,Entree
2025-09-01T21:44:44,37A3D8,8,Sortie
2025-09-01T21:44:44,37A3D8,6,Entree
2025-09-01T21:44:44,886926,1,Sortie
2025-09-01T21:44:44,F483ED,9,Sortie
2025-09-01T21:44:44,669DD9,10,Sortie
2025-09-01T21:44:44,D2D2B3,14,Sortie
2025-09-01T21:44:44,103CE1,0,Sortie
2025-09-01T21:44:44,704F73,11,Sortie
2025-09-01T21:44:44,5B155F,13,Sortie
