timestamp;mouse_id;zone_idx;event
2025-10-27T23:08:06;BBB222;4;Entree
2025-10-27T23:08:06;AAA111;8;Entree
2025-10-27T23:08:06;CCC333;8;Entree
2025-10-27T23:08:06;DDD444;11;Entree
2025-10-27T23:08:06;EEE555;13;Entree
2025-10-27T23:08:12;AAA111;8;Sortie
2025-10-27T23:08:12;AAA111;4;Entree
2025-10-27T23:08:12;BBB222;4;Presence
2025-10-27T23:08:12;CCC333;8;Presence
2025-10-27T23:08:12;DDD444;11;Presence
2025-10-27T23:08:12;EEE555;13;Presence
2025-10-27T23:08:18;AAA111;4;Presence
2025-10-27T23:08:27;AAA111;4;Sortie
2025-10-27T23:08:27;AAA111;8;Entree
2025-10-27T23:08:33;AAA111;8;Presence
2025-10-27T23:08:42;AAA111;8;Sortie
2025-10-27T23:08:42;AAA111;4;Entree
2025-10-27T23:08:48;AAA111;4;Presence
2025-10-27T23:08:57;AAA111;4;Sortie
2025-10-27T23:08:57;AAA111;8;Entree
2025-10-27T23:09:03;AAA111;8;Presence
2025-10-27T23:09:12;AAA111;8;Sortie
2025-10-27T23:09:12;AAA111;4;Entree
2025-10-27T23:09:18;AAA111;4;Presence
2025-10-27T23:09:27;AAA111;4;Sortie
2025-10-27T23:09:27;AAA111;8;Entree
2025-10-27T23:09:33;AAA111;8;Presence
2025-10-27T23:09:42;AAA111;8;Sortie
2025-10-27T23:09:42;AAA111;4;Entree
2025-10-27T23:09:48;AAA111;4;Presence
2025-10-27T23:09:57;AAA111;4;Sortie
2025-10-27T23:09:57;AAA111;8;Entree
2025-10-27T23:10:03;AAA111;8;Presence
2025-10-27T23:10:12;AAA111;8;Sortie
2025-10-27T23:10:12;AAA111;4;Entree
2025-10-27T23:10:18;AAA111;4;Presence
2025-10-30T21:39:55;C26F40;3;Entree
2025-10-30T21:39:55;7C00C5;13;Entree
2025-10-30T21:39:55;F77499;9;Entree
2025-10-30T21:39:55;849425;1;Entree
2025-10-30T21:39:55;DB3CF3;2;Entree
2025-10-30T21:39:55;118012;3;Entree
2025-10-30T21:39:55;C26F40;3;Sortie
2025-10-30T21:39:55;7C00C5;13;Sortie
2025-10-30T21:39:56;FA24AF;13;Entree
2025-10-30T21:39:56;7C00C5;3;Entree
2025-10-30T21:39:56;759479;2;Entree
2025-10-30T21:39:56;F4E5E3;2;Entree
2025-10-30T21:39:56;DD8DAE;11;Entree
2025-10-30T21:39:56;F77499;9;Sortie
2025-10-30T21:39:56;849425;1;Sortie
2025-10-30T21:39:56;DB3CF3;2;Sortie
2025-10-30T21:39:56;118012;3;Sortie
2025-10-30T21:39:56;FA24AF;13;Sortie
2025-10-30T21:39:56;FA24AF;4;Entree
2025-10-30T21:39:56;7C00C5;3;Sortie
2025-10-30T21:39:56;759479;2;Sortie
2025-10-30T21:39:56;F4E5E3;2;Sortie
2025-10-30T21:39:56;DD8DAE;11;Sortie
2025-10-30T21:39:57;169202;8;Entree
2025-10-30T21:39:57;FA24AF;4;Sortie
2025-10-30T21:39:57;FA24AF;14;Entree
2025-10-30T21:39:57;F4E5E3;1;Entree
2025-10-30T21:39:57;DD8DAE;10;Entree
2025-10-30T21:39:58;629936;3;Entree
2025-10-30T21:39:58;D74CDA;3;Entree
2025-10-30T21:39:58;FA24AF;14;Sortie
2025-10-30T21:39:58;FA24AF;12;Entree
2025-10-30T21:39:58;2ED4C2;10;Entree
2025-10-30T21:39:58;04463D;4;Entree
2025-10-30T21:39:58;759479;7;Entree
2025-10-30T21:39:58;169202;8;Sortie
2025-10-30T21:39:58;F4E5E3;1;Sortie
2025-10-30T21:39:58;DD8DAE;10;Sortie
2025-10-30T21:39:58;629936;3;Sortie
2025-10-30T21:39:58;D74CDA;3;Sortie
2025-10-30T21:39:58;FA24AF;12;Sortie
2025-10-30T21:39:58;2ED4C2;10;Sortie
2025-10-30T21:39:58;04463D;4;Sortie
2025-10-30T21:39:58;759479;7;Sortie
2025-10-30T21:39:59;DB3CF3;3;Entree
2025-10-30T21:39:59;169202;2;Entree
2025-10-30T21:39:59;B73ABA;12;Entree
2025-10-30T21:39:59;303749;13;Entree
2025-10-30T21:39:59;DB3CF3;3;Sortie
2025-10-30T21:39:59;169202;2;Sortie
2025-10-30T21:39:59;B73ABA;12;Sortie
2025-10-30T21:40:00;7C00C5;2;Entree
2025-10-30T21:40:00;303749;13;Sortie
2025-11-05T15:27:25;99A48C;9;Entree
2025-11-05T15:27:25;AC99FF;5;Entree
2025-11-05T15:27:25;FB5A47;5;Entree
2025-11-05T15:27:25;63B561;11;Entree
2025-11-05T15:27:25;BB3F88;6;Entree
2025-11-05T15:27:25;ECE72C;12;Entree
2025-11-05T15:27:25;94E1D2;7;Entree
2025-11-05T15:27:25;4BE199;7;Entree
2025-11-05T15:27:25;4A853D;10;Entree
2025-11-05T15:27:25;8E10D0;15;Entree
2025-11-05T15:27:26;C40E44;15;Entree
2025-11-05T15:27:26;AC99FF;5;Sortie
2025-11-05T15:27:26;AC99FF;15;Entree
2025-11-05T15:27:26;AAA161;8;Entree
2025-11-05T15:27:26;962BEE;8;Entree
2025-11-05T15:27:26;99A48C;9;Sortie
2025-11-05T15:27:26;99A48C;8;Entree
2025-11-05T15:27:26;A48D96;7;Entree
2025-11-05T15:27:26;02D9AF;1;Entree
2025-11-05T15:27:26;6EDFCE;4;Entree
2025-11-05T15:27:26;8E10D0;15;Sortie
2025-11-05T15:27:26;8E10D0;14;Entree
2025-11-05T15:27:26;58C809;5;Entree
2025-11-05T15:27:26;FB5A47;5;Sortie
2025-11-05T15:27:26;63B561;11;Sortie
2025-11-05T15:27:26;BB3F88;6;Sortie
2025-11-05T15:27:26;ECE72C;12;Sortie
2025-11-05T15:27:26;94E1D2;7;Sortie
2025-11-05T15:27:26;4BE199;7;Sortie
2025-11-05T15:27:26;4A853D;10;Sortie
2025-11-05T15:27:27;C40E44;15;Sortie
2025-11-05T15:27:27;C40E44;6;Entree
2025-11-05T15:27:27;ECE72C;8;Entree
2025-11-05T15:27:27;962BEE;8;Presence
2025-11-05T15:27:27;A48D96;7;Sortie
2025-11-05T15:27:27;A48D96;11;Entree
2025-11-05T15:27:27;60FF4C;3;Entree
2025-11-05T15:27:27;63B561;14;Entree
2025-11-05T15:27:27;94E1D2;7;Entree
2025-11-05T15:27:27;AC99FF;15;Sortie
2025-11-05T15:27:27;AAA161;8;Sortie
2025-11-05T15:27:27;99A48C;8;Sortie
2025-11-05T15:27:27;02D9AF;1;Sortie
2025-11-05T15:27:27;6EDFCE;4;Sortie
2025-11-05T15:27:27;8E10D0;14;Sortie
2025-11-05T15:27:27;58C809;5;Sortie
2025-11-05T15:27:27;D1E587;12;Entree
2025-11-05T15:27:27;8E10D0;6;Entree
2025-11-05T15:27:27;BB3F88;11;Entree
2025-11-05T15:27:27;58C474;1;Entree
2025-11-05T15:27:27;C40E44;6;Sortie
2025-11-05T15:27:27;ECE72C;8;Sortie
2025-11-05T15:27:27;962BEE;8;Sortie
2025-11-05T15:27:27;A48D96;11;Sortie
2025-11-05T15:27:27;60FF4C;3;Sortie
2025-11-05T15:27:27;63B561;14;Sortie
2025-11-05T15:27:27;94E1D2;7;Sortie
2025-11-05T15:27:28;8E10D0;6;Sortie
2025-11-05T15:27:28;8E10D0;2;Entree
2025-11-05T15:27:28;C3B4E3;15;Entree
2025-11-05T15:27:28;94E1D2;7;Entree
2025-11-05T15:27:28;99A48C;8;Entree
2025-11-05T15:27:28;AC99FF;6;Entree
2025-11-05T15:27:28;ECE72C;11;Entree
2025-11-05T15:27:28;D1E587;12;Sortie
2025-11-05T15:27:28;BB3F88;11;Sortie
2025-11-05T15:27:28;58C474;1;Sortie
2025-11-05T15:27:29;58C809;13;Entree
2025-11-05T15:27:29;8E10D0;2;Sortie
2025-11-05T15:27:29;C3B4E3;15;Sortie
2025-11-05T15:27:29;94E1D2;7;Sortie
2025-11-05T15:27:29;99A48C;8;Sortie
2025-11-05T15:27:29;AC99FF;6;Sortie
2025-11-05T15:27:29;ECE72C;11;Sortie
2025-11-05T15:27:29;58C474;2;Entree
2025-11-05T15:27:29;436663;2;Entree
2025-11-05T15:27:29;4BE199;2;Entree
2025-11-05T15:27:29;962BEE;1;Entree
2025-11-05T15:27:29;AAA161;13;Entree
2025-11-05T15:27:29;5820FA;3;Entree
2025-11-05T15:27:29;C40E44;3;Entree
2025-11-05T15:27:29;85BE63;12;Entree
2025-11-05T15:27:29;94E1D2;6;Entree
2025-11-05T15:27:29;C42A23;8;Entree
2025-11-05T15:27:29;58C809;13;Sortie
2025-11-05T15:27:30;C40E44;3;Sortie
2025-11-05T15:27:30;C40E44;15;Entree
2025-11-05T15:27:30;436663;2;Sortie
2025-11-05T15:27:30;436663;10;Entree
2025-11-05T15:27:30;85BE63;12;Sortie
2025-11-05T15:27:30;85BE63;10;Entree
2025-11-05T15:27:30;A48D96;10;Entree
2025-11-05T15:27:30;AAA161;13;Sortie
2025-11-05T15:27:30;AAA161;6;Entree
2025-11-05T15:27:30;58C809;2;Entree
2025-11-05T15:27:30;6EDFCE;2;Entree
2025-11-05T15:27:30;90D337;11;Entree
2025-11-05T15:27:30;58C474;2;Sortie
2025-11-05T15:27:30;4BE199;2;Sortie
2025-11-05T15:27:30;962BEE;1;Sortie
2025-11-05T15:27:30;5820FA;3;Sortie
2025-11-05T15:27:30;94E1D2;6;Sortie
2025-11-05T15:27:30;C42A23;8;Sortie
2025-11-05T15:27:30;BB3F88;2;Entree
2025-11-05T15:27:30;58C474;6;Entree
2025-11-05T15:27:30;AC99FF;8;Entree
2025-11-05T15:27:30;85BE63;10;Sortie
2025-11-05T15:27:30;85BE63;8;Entree
2025-11-05T15:27:30;58C809;2;Sortie
2025-11-05T15:27:30;58C809;8;Entree
2025-11-05T15:27:30;5820FA;9;Entree
2025-11-05T15:27:30;C40E44;15;Sortie
2025-11-05T15:27:30;C40E44;9;Entree
2025-11-05T15:27:30;AAA161;6;Sortie
2025-11-05T15:27:30;AAA161;9;Entree
